id,env,createdAt,userName,action,entityName,entityId,propertyName,oldValue,newValue,status
69,dev,"20/07/2018 16:07:23",louis,create,"Builder\FormBundle\Entity\F_FormField",17,mandatory,,1,migrated
70,dev,"20/07/2018 16:07:23",louis,create,"Builder\FormBundle\Entity\F_FormField",17,position,,1,migrated
71,dev,"20/07/2018 16:07:23",louis,create,"Builder\FormBundle\Entity\F_FormField",17,form,,F_Form:3,migrated
72,dev,"20/07/2018 16:07:23",louis,create,"Builder\FormBundle\Entity\F_FormField",17,field,,F_Field:1,migrated
73,dev,"20/07/2018 16:07:23",louis,create,"Builder\FormBundle\Entity\F_FormField",18,,,,migrated
74,dev,"20/07/2018 16:07:23",louis,create,"Builder\FormBundle\Entity\F_FormField",18,position,,2,migrated
75,dev,"20/07/2018 16:07:23",louis,create,"Builder\FormBundle\Entity\F_FormField",18,form,,F_Form:3,migrated
76,dev,"20/07/2018 16:07:23",louis,create,"Builder\FormBundle\Entity\F_FormField",18,field,,F_Field:15,migrated
77,dev,"20/07/2018 16:07:23",louis,create,"Builder\FormBundle\Entity\F_FormField",19,,,,migrated
78,dev,"20/07/2018 16:07:23",louis,create,"Builder\FormBundle\Entity\F_FormField",19,mandatory,,1,migrated
79,dev,"20/07/2018 16:07:23",louis,create,"Builder\FormBundle\Entity\F_FormField",19,position,,3,migrated
80,dev,"20/07/2018 16:07:23",louis,create,"Builder\FormBundle\Entity\F_FormField",19,form,,F_Form:3,migrated
81,dev,"20/07/2018 16:07:23",louis,create,"Builder\FormBundle\Entity\F_FormField",19,field,,F_Field:13,migrated
82,dev,"20/07/2018 16:07:23",louis,create,"Builder\FormBundle\Entity\F_FormField",20,,,,migrated
83,dev,"20/07/2018 16:07:23",louis,create,"Builder\FormBundle\Entity\F_FormField",20,position,,4,migrated
84,dev,"20/07/2018 16:07:23",louis,create,"Builder\FormBundle\Entity\F_FormField",20,form,,F_Form:3,migrated
85,dev,"20/07/2018 16:07:23",louis,create,"Builder\FormBundle\Entity\F_FormField",20,field,,F_Field:14,migrated
86,dev,"21/07/2018 10:07:02",louis,remove,"Builder\FormBundle\Entity\F_FormField",7,,,,migrated
87,dev,"21/07/2018 10:07:14",louis,update,"Builder\FormBundle\Entity\F_Field",10,label,strAuteur,Auteur,migrated
89,dev,"21/07/2018 15:07:01",louis,create,"Builder\FormBundle\Entity\F_Field",16,,,,migrated
90,dev,"21/07/2018 15:07:01",louis,create,"Builder\FormBundle\Entity\F_Field",16,property,,seoDesc,migrated
91,dev,"21/07/2018 15:07:01",louis,create,"Builder\FormBundle\Entity\F_Field",16,label,,"SEO description",migrated
92,dev,"21/07/2018 15:07:01",louis,create,"Builder\FormBundle\Entity\F_Field",16,fieldtype,,F_FieldType:1,migrated
93,dev,"21/07/2018 15:07:15",louis,create,"Builder\FormBundle\Entity\F_Field",17,,,,migrated
94,dev,"21/07/2018 15:07:15",louis,create,"Builder\FormBundle\Entity\F_Field",17,property,,seokeywords,migrated
95,dev,"21/07/2018 15:07:15",louis,create,"Builder\FormBundle\Entity\F_Field",17,label,,"SEO keywords",migrated
96,dev,"21/07/2018 15:07:15",louis,create,"Builder\FormBundle\Entity\F_Field",17,fieldtype,,F_FieldType:1,migrated
97,dev,"21/07/2018 15:07:31",louis,create,"Builder\FormBundle\Entity\F_FormField",21,,,,migrated
98,dev,"21/07/2018 15:07:31",louis,create,"Builder\FormBundle\Entity\F_FormField",21,position,,8,migrated
99,dev,"21/07/2018 15:07:31",louis,create,"Builder\FormBundle\Entity\F_FormField",21,form,,F_Form:1,migrated
100,dev,"21/07/2018 15:07:31",louis,create,"Builder\FormBundle\Entity\F_FormField",21,field,,F_Field:16,migrated
101,dev,"21/07/2018 15:07:31",louis,create,"Builder\FormBundle\Entity\F_FormField",22,,,,migrated
102,dev,"21/07/2018 15:07:31",louis,create,"Builder\FormBundle\Entity\F_FormField",22,position,,9,migrated
103,dev,"21/07/2018 15:07:31",louis,create,"Builder\FormBundle\Entity\F_FormField",22,form,,F_Form:1,migrated
104,dev,"21/07/2018 15:07:31",louis,create,"Builder\FormBundle\Entity\F_FormField",22,field,,F_Field:17,migrated
105,dev,"21/07/2018 15:07:41",louis,update,"Builder\FormBundle\Entity\F_Field",17,property,seokeywords,seoKeywords,migrated
118,prod,"21/07/2018 18:07:23",louis,create,"Builder\FormBundle\Entity\F_Field",10,,,,done
119,prod,"21/07/2018 18:07:23",louis,create,"Builder\FormBundle\Entity\F_Field",10,property,,authorName,done
120,prod,"21/07/2018 18:07:23",louis,create,"Builder\FormBundle\Entity\F_Field",10,label,,strAuteur,done
121,prod,"21/07/2018 18:07:23",louis,create,"Builder\FormBundle\Entity\F_Field",10,fieldtype,,F_FieldType:1,done
122,prod,"21/07/2018 18:07:23",louis,create,"Builder\FormBundle\Entity\F_Field",11,,,,done
123,prod,"21/07/2018 18:07:23",louis,create,"Builder\FormBundle\Entity\F_Field",11,property,,linkprev,done
124,prod,"21/07/2018 18:07:23",louis,create,"Builder\FormBundle\Entity\F_Field",11,listname,,SiteBundle:Article.title,done
125,prod,"21/07/2018 18:07:23",louis,create,"Builder\FormBundle\Entity\F_Field",11,label,,"Article précédent",done
126,prod,"21/07/2018 18:07:23",louis,create,"Builder\FormBundle\Entity\F_Field",11,fieldtype,,F_FieldType:3,done
127,prod,"21/07/2018 18:07:23",louis,create,"Builder\FormBundle\Entity\F_FormField",13,,,,done
128,prod,"21/07/2018 18:07:23",louis,create,"Builder\FormBundle\Entity\F_FormField",13,position,,4,done
129,prod,"21/07/2018 18:07:23",louis,create,"Builder\FormBundle\Entity\F_FormField",13,form,,F_Form:2,done
130,prod,"21/07/2018 18:07:23",louis,create,"Builder\FormBundle\Entity\F_FormField",13,field,,F_Field:10,done
131,prod,"21/07/2018 18:07:23",louis,update,"Builder\FormBundle\Entity\F_FormField",9,position,4,5,done
132,prod,"21/07/2018 18:07:23",louis,update,"Builder\FormBundle\Entity\F_FormField",11,position,5,6,done
133,prod,"21/07/2018 18:07:23",louis,update,"Builder\FormBundle\Entity\F_FormField",12,position,6,7,done
134,prod,"21/07/2018 18:07:01",louis,create,"Builder\FormBundle\Entity\F_Field",12,,,,done
135,prod,"21/07/2018 18:07:01",louis,create,"Builder\FormBundle\Entity\F_Field",12,property,,linknext,done
136,prod,"21/07/2018 18:07:01",louis,create,"Builder\FormBundle\Entity\F_Field",12,listname,,SiteBundle:Article.title,done
137,prod,"21/07/2018 18:07:01",louis,create,"Builder\FormBundle\Entity\F_Field",12,label,,"Article suivant",done
138,prod,"21/07/2018 18:07:01",louis,create,"Builder\FormBundle\Entity\F_Field",12,fieldtype,,F_FieldType:3,done
139,prod,"21/07/2018 18:07:01",louis,create,"Builder\FormBundle\Entity\F_Field",13,,,,done
140,prod,"21/07/2018 18:07:01",louis,create,"Builder\FormBundle\Entity\F_Field",13,property,,url,done
141,prod,"21/07/2018 18:07:01",louis,create,"Builder\FormBundle\Entity\F_Field",13,label,,URL,done
142,prod,"21/07/2018 18:07:01",louis,create,"Builder\FormBundle\Entity\F_Field",13,fieldtype,,F_FieldType:1,done
143,prod,"21/07/2018 18:07:01",louis,create,"Builder\FormBundle\Entity\F_Field",14,,,,done
144,prod,"21/07/2018 18:07:01",louis,create,"Builder\FormBundle\Entity\F_Field",14,property,,info,done
145,prod,"21/07/2018 18:07:01",louis,create,"Builder\FormBundle\Entity\F_Field",14,label,,Info,done
146,prod,"21/07/2018 18:07:01",louis,create,"Builder\FormBundle\Entity\F_Field",14,fieldtype,,F_FieldType:1,done
147,prod,"21/07/2018 18:07:01",louis,create,"Builder\FormBundle\Entity\F_FormField",14,,,,done
148,prod,"21/07/2018 18:07:01",louis,create,"Builder\FormBundle\Entity\F_FormField",14,position,,7,done
149,prod,"21/07/2018 18:07:01",louis,create,"Builder\FormBundle\Entity\F_FormField",14,form,,F_Form:1,done
150,prod,"21/07/2018 18:07:01",louis,create,"Builder\FormBundle\Entity\F_FormField",14,field,,F_Field:12,done
151,prod,"21/07/2018 18:07:01",louis,create,"Builder\FormBundle\Entity\F_FormField",15,,,,done
152,prod,"21/07/2018 18:07:01",louis,create,"Builder\FormBundle\Entity\F_FormField",15,position,,6,done
153,prod,"21/07/2018 18:07:01",louis,create,"Builder\FormBundle\Entity\F_FormField",15,form,,F_Form:1,done
154,prod,"21/07/2018 18:07:01",louis,create,"Builder\FormBundle\Entity\F_FormField",15,field,,F_Field:11,done
155,prod,"21/07/2018 18:07:32",louis,remove,"Builder\FormBundle\Entity\F_FormField",7,,,,done
156,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_Form",3,,,,done
157,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_Form",3,name,,lien,done
158,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_Form",3,title,,Lien,done
159,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_Form",3,entity,,"SiteBundle\Entity\Lien",done
160,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_Field",15,,,,done
161,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_Field",15,property,,imageFile,done
162,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_Field",15,label,,Image,done
163,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_Field",15,fieldtype,,F_FieldType:9,done
164,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_FormField",16,,,,done
165,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_FormField",16,mandatory,,1,done
166,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_FormField",16,position,,1,done
167,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_FormField",16,form,,F_Form:3,done
168,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_FormField",16,field,,F_Field:1,done
169,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_FormField",17,,,,done
170,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_FormField",17,position,,2,done
171,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_FormField",17,form,,F_Form:3,done
172,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_FormField",17,field,,F_Field:15,done
173,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_FormField",18,,,,done
174,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_FormField",18,mandatory,,1,done
175,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_FormField",18,position,,3,done
176,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_FormField",18,form,,F_Form:3,done
177,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_FormField",18,field,,F_Field:13,done
178,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_FormField",19,,,,done
179,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_FormField",19,position,,4,done
180,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_FormField",19,form,,F_Form:3,done
181,prod,"21/07/2018 18:07:32",louis,create,"Builder\FormBundle\Entity\F_FormField",19,field,,F_Field:14,done
183,prod,"21/07/2018 18:07:32",louis,update,"Builder\FormBundle\Entity\F_Field",10,label,strAuteur,Auteur,done
184,prod,"21/07/2018 18:07:13",louis,create,"Builder\FormBundle\Entity\F_Field",16,,,,done
185,prod,"21/07/2018 18:07:13",louis,create,"Builder\FormBundle\Entity\F_Field",16,property,,seoDesc,done
186,prod,"21/07/2018 18:07:13",louis,create,"Builder\FormBundle\Entity\F_Field",16,label,,"SEO description",done
187,prod,"21/07/2018 18:07:13",louis,create,"Builder\FormBundle\Entity\F_Field",16,fieldtype,,F_FieldType:1,done
188,prod,"21/07/2018 18:07:13",louis,create,"Builder\FormBundle\Entity\F_Field",17,,,,done
189,prod,"21/07/2018 18:07:13",louis,create,"Builder\FormBundle\Entity\F_Field",17,property,,seoKeywords,done
190,prod,"21/07/2018 18:07:13",louis,create,"Builder\FormBundle\Entity\F_Field",17,label,,"SEO keywords",done
191,prod,"21/07/2018 18:07:13",louis,create,"Builder\FormBundle\Entity\F_Field",17,fieldtype,,F_FieldType:1,done
192,prod,"21/07/2018 18:07:13",louis,create,"Builder\FormBundle\Entity\F_FormField",20,,,,done
193,prod,"21/07/2018 18:07:13",louis,create,"Builder\FormBundle\Entity\F_FormField",20,position,,8,done
194,prod,"21/07/2018 18:07:13",louis,create,"Builder\FormBundle\Entity\F_FormField",20,form,,F_Form:1,done
195,prod,"21/07/2018 18:07:13",louis,create,"Builder\FormBundle\Entity\F_FormField",20,field,,F_Field:16,done
196,prod,"21/07/2018 18:07:13",louis,create,"Builder\FormBundle\Entity\F_FormField",21,,,,done
197,prod,"21/07/2018 18:07:13",louis,create,"Builder\FormBundle\Entity\F_FormField",21,position,,9,done
198,prod,"21/07/2018 18:07:13",louis,create,"Builder\FormBundle\Entity\F_FormField",21,form,,F_Form:1,done
199,prod,"21/07/2018 18:07:13",louis,create,"Builder\FormBundle\Entity\F_FormField",21,field,,F_Field:17,done
204,prod,"13/08/2018 15:08:50",louis,remove,"Builder\FormBundle\Entity\F_FormField",4,,,,done
321,prod,"21/08/2018 17:08:53",louis,remove,"Builder\FormBundle\Entity\F_FormField",14,,,,done
322,prod,"21/08/2018 17:08:53",louis,update,"Builder\FormBundle\Entity\F_FormField",5,position,5,4,done
323,prod,"21/08/2018 17:08:53",louis,update,"Builder\FormBundle\Entity\F_FormField",15,position,6,5,done
324,prod,"21/08/2018 17:08:53",louis,update,"Builder\FormBundle\Entity\F_FormField",20,position,8,7,done
325,prod,"21/08/2018 17:08:53",louis,update,"Builder\FormBundle\Entity\F_FormField",21,position,9,8,done
326,prod,"23/08/2018 18:08:37",louis,create,"Builder\FormBundle\Entity\F_Field",18,,,,done
327,prod,"23/08/2018 18:08:37",louis,create,"Builder\FormBundle\Entity\F_Field",18,property,,pdfs,done
328,prod,"23/08/2018 18:08:37",louis,create,"Builder\FormBundle\Entity\F_Field",18,label,,Fichiers,done
329,prod,"23/08/2018 18:08:37",louis,create,"Builder\FormBundle\Entity\F_Field",18,info,,"format pdf",done
330,prod,"23/08/2018 18:08:37",louis,create,"Builder\FormBundle\Entity\F_Field",18,fieldtype,,F_FieldType:21,done
331,prod,"23/08/2018 18:08:50",louis,create,"Builder\FormBundle\Entity\F_FormField",22,,,,done
332,prod,"23/08/2018 18:08:50",louis,create,"Builder\FormBundle\Entity\F_FormField",22,position,,8,done
333,prod,"23/08/2018 18:08:50",louis,create,"Builder\FormBundle\Entity\F_FormField",22,form,,F_Form:1,done
334,prod,"23/08/2018 18:08:50",louis,create,"Builder\FormBundle\Entity\F_FormField",22,field,,F_Field:18,done
335,prod,"23/08/2018 18:08:50",louis,update,"Builder\FormBundle\Entity\F_FormField",20,position,7,6,done
336,prod,"23/08/2018 18:08:50",louis,update,"Builder\FormBundle\Entity\F_FormField",21,position,8,7,done
